timestamp,value
1677602520,441.6666666666667
1677602640,442
1677602760,442
1677602880,441
1677603000,441.5
1677603120,441.8333333333333
1677603240,441.6666666666667
1677603360,442
1677603480,442
1677603600,442
1677603720,441.6666666666667
1677603840,444
1677603960,445.98333333333335
1677604080,443.6666666666667
1677604200,443.8333333333333
1677604320,444.3333333333333
1677604440,443.3333333333333
1677604560,444
1677604680,442
1677604800,443.8333333333333
1677604920,444
1677605040,443.6666666666667
1677605160,443.8333333333333
1677605280,444
1677605400,441.3333333333333
1677605520,444.5
1677605640,443.8333333333333
1677605760,443.3333333333333
1677605880,443.8333333333333
1677606000,443.8333333333333
1677606120,442.3333333333333
1677606240,441.3333333333333
1677606360,441.6666666666667
1677606480,441.6666666666667
1677606600,441.5
1677606720,441.5
1677606840,440
1677606960,439.8333333333333
1677607080,440.6666666666667
1677607200,440.3333333333333
1677607320,439.8333333333333
1677607440,439.8333333333333
1677607560,438.6666666666667
1677607680,437.5
1677607800,437.6666666666667
1677607920,440
1677608040,440
1677608160,439.6666666666667
1677608280,441.6666666666667
1677608400,442.6666666666667
1677608520,445
1677608640,447.98333333333335
1677608760,449.325
1677608880,453.14166666666665
1677609000,456.28333333333336
1677609120,458.1583333333333
1677609240,460.6166666666666
1677609360,461.65000000000003
1677609480,463.5916666666665
1677609600,464.1083333333333
1677609720,465.65000000000003
1677609840,466.325
1677609960,469.6666666666667
1677610080,473
1677610200,474.8333333333333
1677610320,479.5
1677610440,485.3333333333333
1677610560,488.5
1677610680,490.5
1677610800,493.6666666666667
1677610920,495.6666666666667
1677611040,497.8333333333333
1677611160,499.6666666666667
1677611280,501.58333333333326
1677611400,501.8999999999999
1677611520,504
1677611640,503.65000000000003
1677611760,502.09166666666664
1677611880,503.3
1677612000,504
1677612120,504
1677612240,504
1677612360,505.58333333333326
1677612480,505.75833333333327
1677612600,506.59999999999997
1677612720,507.6499999999999
1677612840,508.1416666666666
1677612960,511.65000000000003
1677613080,512
1677613200,511.825
1677613320,512
1677613440,512.65
1677613560,511.9833333333333
1677613680,513.6666666666666
1677613800,513.8333333333334
1677613920,513.6666666666666
1677614040,513.6666666666666
1677614160,513.8333333333334
1677614280,514
1677614400,514.6666666666666
1677614520,515.6666666666666
1677614640,517.5
1677614760,519.6666666666666
1677614880,520
1677615000,522.8333333333334
1677615120,522
1677615240,521.8333333333334
1677615360,521.6666666666666
1677615480,524
1677615600,523.6666666666666
1677615720,523.6666666666666
1677615840,526
1677615960,525
1677616080,527.5
1677616200,530
1677616320,531.5
1677616440,534
1677616560,539.3333333333334
1677616680,537.5
1677616800,538.8333333333334
1677616920,541.6666666666666
1677617040,541.6666666666666
1677617160,541.5
1677617280,542
1677617400,541.8333333333334
1677617520,541.6666666666666
1677617640,541.6666666666666
1677617760,541.8333333333334
1677617880,541.8333333333334
1677618000,541.6666666666666
1677618120,541.1666666666666
1677618240,539
1677618360,536
1677618480,535.5
1677618600,536
1677618720,533.6666666666666
1677618840,532.3333333333334
1677618960,531.5
1677619080,528.5
1677619200,527.8333333333334
1677619320,527.6666666666666
1677619440,525.6666666666666
1677619560,523.5
1677619680,524.3333333333334
1677619800,523.3333333333334
1677619920,524
1677620040,523.6666666666666
1677620160,523
1677620280,522
1677620400,521.8333333333334
1677620520,520
1677620640,518.5
1677620760,514.5
1677620880,512.65
1677621000,509.74166666666656
1677621120,507.9499999999999
1677621240,503.65000000000003
1677621360,504.11666666666656
1677621480,502.09166666666664
1677621600,501.5833333333333
1677621720,501.10833333333335
1677621840,499.6666666666667
1677621960,499.6666666666667
1677622080,497.6666666666667
1677622200,497.1666666666667
1677622320,494
1677622440,493.8333333333333
1677622560,493.5
1677622680,493.3333333333333
1677622800,490.8333333333333
1677622920,490.3333333333333
1677623040,487.6666666666667
1677623160,486
1677623280,482.1666666666667
1677623400,478.6666666666667
1677623520,477.5
1677623640,475.8333333333333
1677623760,473.3333333333333
1677623880,472.6666666666667
1677624000,471.6666666666667
1677624120,471.6666666666667
1677624240,470.6666666666667
1677624360,468
1677624480,466.6333333333334
1677624600,463.9166666666666
1677624720,462.4583333333333
1677624840,462
1677624960,461.47499999999997
1677625080,462
1677625200,459.26666666666665
1677625320,459.4249999999999
1677625440,459.42499999999995
1677625560,458
1677625680,458
1677625800,457.65000000000003
1677625920,458
1677626040,456.6333333333334
1677626160,456.2749999999999
1677626280,455.90000000000003
1677626400,455.58333333333326
1677626520,455.74166666666656
1677626640,454.31666666666666
1677626760,453.125
1677626880,453.825
1677627000,451.90000000000003
1677627120,450.7833333333333
1677627240,450.31666666666666
1677627360,449.6666666666667
1677627480,448.6666666666667
1677627600,448.1583333333333
1677627720,448
1677627840,448.8333333333333
1677627960,450.3083333333332
1677628080,449.6666666666667
1677628200,449.6666666666667
1677628320,448.3333333333333
1677628440,447.3333333333333
1677628560,447.8333333333333
1677628680,447.8333333333333
1677628800,447.3333333333333
1677628920,447.5
1677629040,447.3333333333333
1677629160,449
1677629280,448.1666666666667
1677629400,448
1677629520,448
1677629640,447.6666666666667
1677629760,447.1666666666667
1677629880,447.6666666666667
1677630000,446.3333333333333
1677630120,445.6666666666667
1677630240,445.6666666666667
1677630360,445.8333333333333
1677630480,446
1677630600,445.6666666666667
1677630720,446
1677630840,446.3333333333333
1677630960,446
1677631080,445
1677631200,444
1677631320,443.6666666666667
1677631440,443.6666666666667
1677631560,445.8333333333333
1677631680,445.6666666666667
1677631800,445.5
1677631920,445.6666666666667
1677632040,445.3333333333333
1677632160,444.6666666666667
1677632280,443.8333333333333
1677632400,444.65000000000003
1677632520,444.3333333333333
1677632640,444.1666666666667
1677632760,444
1677632880,443.1666666666667
1677633000,443.6666666666667
1677633120,444
1677633240,443.6666666666667
1677633360,444
1677633480,443.3333333333333
1677633600,444.1666666666667
1677633720,444
1677633840,444
1677633960,444.8333333333333
1677634080,443.6666666666667
1677634200,444
1677634320,443.3333333333333
1677634440,444
1677634560,444
1677634680,443.6666666666667
1677634800,443.3333333333333
1677634920,443.3333333333333
1677635040,443.6666666666667
1677635160,443.6666666666667
1677635280,443.6666666666667
1677635400,443.3333333333333
1677635520,444.3333333333333
1677635640,443.3333333333333
1677635760,443.6666666666667
1677635880,443.5
1677636000,443.6666666666667
1677636120,443.3333333333333
1677636240,442
1677636360,441
1677636480,442.1666666666667
1677636600,442
1677636720,441.6666666666667
