weekday,time,occupancy
friday,00:00:00,0.23076923076923078
friday,00:02:00,0.23076923076923078
friday,00:04:00,0.21153846153846154
friday,00:06:00,0.1346153846153846
friday,00:08:00,0.11538461538461539
friday,00:10:00,0.11538461538461539
friday,00:12:00,0.11538461538461539
friday,00:14:00,0.11538461538461539
friday,00:16:00,0.11538461538461539
friday,00:18:00,0.11538461538461539
friday,00:20:00,0.11538461538461539
friday,00:22:00,0.09615384615384616
friday,00:24:00,0.07692307692307693
friday,00:26:00,0.07692307692307693
friday,00:28:00,0.07692307692307693
friday,00:30:00,0.07692307692307693
friday,00:32:00,0.07692307692307693
friday,00:34:00,0.07692307692307693
friday,00:36:00,0.057692307692307696
friday,00:38:00,0.038461538461538464
friday,00:40:00,0.038461538461538464
friday,00:42:00,0.038461538461538464
friday,00:44:00,0.038461538461538464
friday,00:46:00,0.019230769230769232
friday,00:48:00,0.019230769230769232
friday,00:50:00,0.019230769230769232
friday,00:52:00,0.019230769230769232
friday,00:54:00,0.019230769230769232
friday,00:56:00,0.019230769230769232
friday,00:58:00,0.019230769230769232
friday,01:00:00,0.019230769230769232
friday,01:02:00,0.019230769230769232
friday,01:04:00,0.019230769230769232
friday,01:06:00,0.019230769230769232
friday,01:08:00,0.019230769230769232
friday,01:10:00,0.019230769230769232
friday,01:12:00,0.019230769230769232
friday,01:14:00,0.019230769230769232
friday,01:16:00,0.019230769230769232
friday,01:18:00,0.019230769230769232
friday,01:20:00,0.019230769230769232
friday,01:22:00,0.019230769230769232
friday,01:24:00,0.019230769230769232
friday,01:26:00,0.019230769230769232
friday,01:28:00,0.019230769230769232
friday,01:30:00,0.019230769230769232
friday,01:32:00,0.019230769230769232
friday,01:34:00,0.019230769230769232
friday,01:36:00,0.019230769230769232
friday,01:38:00,0.019230769230769232
friday,01:40:00,0.019230769230769232
friday,01:42:00,0.019230769230769232
friday,01:44:00,0.019230769230769232
friday,01:46:00,0.019230769230769232
friday,01:48:00,0.019230769230769232
friday,01:50:00,0.019230769230769232
friday,01:52:00,0.019230769230769232
friday,01:54:00,0.019230769230769232
friday,01:56:00,0.019230769230769232
friday,01:58:00,0.019230769230769232
friday,02:00:00,0.019230769230769232
friday,02:02:00,0.019230769230769232
friday,02:04:00,0.019230769230769232
friday,02:06:00,0.019230769230769232
friday,02:08:00,0.019230769230769232
friday,02:10:00,0.019230769230769232
friday,02:12:00,0.019230769230769232
friday,02:14:00,0.019230769230769232
friday,02:16:00,0.019230769230769232
friday,02:18:00,0.019230769230769232
friday,02:20:00,0.019230769230769232
friday,02:22:00,0.019230769230769232
friday,02:24:00,0.019230769230769232
friday,02:26:00,0.019230769230769232
friday,02:28:00,0.019230769230769232
friday,02:30:00,0.019230769230769232
friday,02:32:00,0.019230769230769232
friday,02:34:00,0.019230769230769232
friday,02:36:00,0.019230769230769232
friday,02:38:00,0.019230769230769232
friday,02:40:00,0.019230769230769232
friday,02:42:00,0.019230769230769232
friday,02:44:00,0.019230769230769232
friday,02:46:00,0.019230769230769232
friday,02:48:00,0.019230769230769232
friday,02:50:00,0.019230769230769232
friday,02:52:00,0.019230769230769232
friday,02:54:00,0.019230769230769232
friday,02:56:00,0.019230769230769232
friday,02:58:00,0.019230769230769232
friday,03:00:00,0.019230769230769232
friday,03:02:00,0.019230769230769232
friday,03:04:00,0.019230769230769232
friday,03:06:00,0.019230769230769232
friday,03:08:00,0.019230769230769232
friday,03:10:00,0.019230769230769232
friday,03:12:00,0.019230769230769232
friday,03:14:00,0.019230769230769232
friday,03:16:00,0.019230769230769232
friday,03:18:00,0.019230769230769232
friday,03:20:00,0.019230769230769232
friday,03:22:00,0.019230769230769232
friday,03:24:00,0.019230769230769232
friday,03:26:00,0.019230769230769232
friday,03:28:00,0.019230769230769232
friday,03:30:00,0.019230769230769232
friday,03:32:00,0.019230769230769232
friday,03:34:00,0.019230769230769232
friday,03:36:00,0.019230769230769232
friday,03:38:00,0.019230769230769232
friday,03:40:00,0.019230769230769232
friday,03:42:00,0.019230769230769232
friday,03:44:00,0.019230769230769232
friday,03:46:00,0.019230769230769232
friday,03:48:00,0.019230769230769232
friday,03:50:00,0.019230769230769232
friday,03:52:00,0.019230769230769232
friday,03:54:00,0.019230769230769232
friday,03:56:00,0.019230769230769232
friday,03:58:00,0.019230769230769232
friday,04:00:00,0.019230769230769232
friday,04:02:00,0.019230769230769232
friday,04:04:00,0.019230769230769232
friday,04:06:00,0.019230769230769232
friday,04:08:00,0.019230769230769232
friday,04:10:00,0.019230769230769232
friday,04:12:00,0.019230769230769232
friday,04:14:00,0.019230769230769232
friday,04:16:00,0.019230769230769232
friday,04:18:00,0.019230769230769232
friday,04:20:00,0.019230769230769232
friday,04:22:00,0.019230769230769232
friday,04:24:00,0.019230769230769232
friday,04:26:00,0.019230769230769232
friday,04:28:00,0.019230769230769232
friday,04:30:00,0.019230769230769232
friday,04:32:00,0.019230769230769232
friday,04:34:00,0.019230769230769232
friday,04:36:00,0.019230769230769232
friday,04:38:00,0.019230769230769232
friday,04:40:00,0.019230769230769232
friday,04:42:00,0.019230769230769232
friday,04:44:00,0.019230769230769232
friday,04:46:00,0.019230769230769232
friday,04:48:00,0.019230769230769232
friday,04:50:00,0.019230769230769232
friday,04:52:00,0.019230769230769232
friday,04:54:00,0.019230769230769232
friday,04:56:00,0.019230769230769232
friday,04:58:00,0.019230769230769232
friday,05:00:00,0.019230769230769232
friday,05:02:00,0.019230769230769232
friday,05:04:00,0.019230769230769232
friday,05:06:00,0.019230769230769232
friday,05:08:00,0.019230769230769232
friday,05:10:00,0.019230769230769232
friday,05:12:00,0.019230769230769232
friday,05:14:00,0.019230769230769232
friday,05:16:00,0.019230769230769232
friday,05:18:00,0.019230769230769232
friday,05:20:00,0.019230769230769232
friday,05:22:00,0.019230769230769232
friday,05:24:00,0.019230769230769232
friday,05:26:00,0.019230769230769232
friday,05:28:00,0.019230769230769232
friday,05:30:00,0.019230769230769232
friday,05:32:00,0.019230769230769232
friday,05:34:00,0.019230769230769232
friday,05:36:00,0.019230769230769232
friday,05:38:00,0.019230769230769232
friday,05:40:00,0.019230769230769232
friday,05:42:00,0.019230769230769232
friday,05:44:00,0.019230769230769232
friday,05:46:00,0.019230769230769232
friday,05:48:00,0.019230769230769232
friday,05:50:00,0.019230769230769232
friday,05:52:00,0.019230769230769232
friday,05:54:00,0.019230769230769232
friday,05:56:00,0.019230769230769232
friday,05:58:00,0.019230769230769232
friday,06:00:00,0.019230769230769232
friday,06:02:00,0.019230769230769232
friday,06:04:00,0.019230769230769232
friday,06:06:00,0.019230769230769232
friday,06:08:00,0.019230769230769232
friday,06:10:00,0.019230769230769232
friday,06:12:00,0.019230769230769232
friday,06:14:00,0.019230769230769232
friday,06:16:00,0.019230769230769232
friday,06:18:00,0.019230769230769232
friday,06:20:00,0.019230769230769232
friday,06:22:00,0.019230769230769232
friday,06:24:00,0.019230769230769232
friday,06:26:00,0.019230769230769232
friday,06:28:00,0.019230769230769232
friday,06:30:00,0.019230769230769232
friday,06:32:00,0.019230769230769232
friday,06:34:00,0.019230769230769232
friday,06:36:00,0.019230769230769232
friday,06:38:00,0.019230769230769232
friday,06:40:00,0.019230769230769232
friday,06:42:00,0.019230769230769232
friday,06:44:00,0.019230769230769232
friday,06:46:00,0.019230769230769232
friday,06:48:00,0.019230769230769232
friday,06:50:00,0.019230769230769232
friday,06:52:00,0.019230769230769232
friday,06:54:00,0.019230769230769232
friday,06:56:00,0.019230769230769232
friday,06:58:00,0.019230769230769232
friday,07:00:00,0.019230769230769232
friday,07:02:00,0.019230769230769232
friday,07:04:00,0.019230769230769232
friday,07:06:00,0.019230769230769232
friday,07:08:00,0.019230769230769232
friday,07:10:00,0.019230769230769232
friday,07:12:00,0.019230769230769232
friday,07:14:00,0.019230769230769232
friday,07:16:00,0.019230769230769232
friday,07:18:00,0.019230769230769232
friday,07:20:00,0.019230769230769232
friday,07:22:00,0.019230769230769232
friday,07:24:00,0.019230769230769232
friday,07:26:00,0.019230769230769232
friday,07:28:00,0.019230769230769232
friday,07:30:00,0.019230769230769232
friday,07:32:00,0.019230769230769232
friday,07:34:00,0.019230769230769232
friday,07:36:00,0.019230769230769232
friday,07:38:00,0.019230769230769232
friday,07:40:00,0.019230769230769232
friday,07:42:00,0.019230769230769232
friday,07:44:00,0.019230769230769232
friday,07:46:00,0.038461538461538464
friday,07:48:00,0.038461538461538464
friday,07:50:00,0.038461538461538464
friday,07:52:00,0.038461538461538464
friday,07:54:00,0.038461538461538464
friday,07:56:00,0.038461538461538464
friday,07:58:00,0.038461538461538464
friday,08:00:00,0.038461538461538464
friday,08:02:00,0.057692307692307696
friday,08:04:00,0.057692307692307696
friday,08:06:00,0.07692307692307693
friday,08:08:00,0.07692307692307693
friday,08:10:00,0.09615384615384616
friday,08:12:00,0.09615384615384616
friday,08:14:00,0.11538461538461539
friday,08:16:00,0.1346153846153846
friday,08:18:00,0.1346153846153846
friday,08:20:00,0.1346153846153846
friday,08:22:00,0.15384615384615385
friday,08:24:00,0.19230769230769232
friday,08:26:00,0.21153846153846154
friday,08:28:00,0.21153846153846154
friday,08:30:00,0.21153846153846154
friday,08:32:00,0.21153846153846154
friday,08:34:00,0.21153846153846154
friday,08:36:00,0.21153846153846154
friday,08:38:00,0.19230769230769232
friday,08:40:00,0.21153846153846154
friday,08:42:00,0.21153846153846154
friday,08:44:00,0.21153846153846154
friday,08:46:00,0.21153846153846154
friday,08:48:00,0.19230769230769232
friday,08:50:00,0.19230769230769232
friday,08:52:00,0.21153846153846154
friday,08:54:00,0.23076923076923078
friday,08:56:00,0.25
friday,08:58:00,0.25
friday,09:00:00,0.23076923076923078
friday,09:02:00,0.23076923076923078
friday,09:04:00,0.23076923076923078
friday,09:06:00,0.23076923076923078
friday,09:08:00,0.23076923076923078
friday,09:10:00,0.23076923076923078
friday,09:12:00,0.21153846153846154
friday,09:14:00,0.21153846153846154
friday,09:16:00,0.21153846153846154
friday,09:18:00,0.21153846153846154
friday,09:20:00,0.23076923076923078
friday,09:22:00,0.25
friday,09:24:00,0.3269230769230769
friday,09:26:00,0.34615384615384615
friday,09:28:00,0.38461538461538464
friday,09:30:00,0.36538461538461536
friday,09:32:00,0.36538461538461536
friday,09:34:00,0.38461538461538464
friday,09:36:00,0.38461538461538464
friday,09:38:00,0.38461538461538464
